molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
513,0,1,0,0,0,4,1,1,484.392,3.752,726.322,347.253,85.346,215.988,77.734,1337.381,0.000,6.250,0.0105235,0.0000000,0.8082385,46.862,13.336,19.219,8.818,4.408,-5.177,-6.343,-6.391,383.231,0.041,517.397,-4.010,8.080,0.996,5,0.659,3,100.000,0.000,0.000,61.070,6,0,22,0,22,6,31,0,0.000
514,0,0,0,0,0,1,3,-1,414.497,6.411,632.180,468.803,143.880,19.497,0.000,1218.180,0.000,9.000,0.0337396,0.0000000,0.8725665,42.142,10.715,19.266,10.996,1.887,-3.322,-3.803,-3.687,428.039,-0.757,197.709,-4.007,10.429,0.418,4,-0.296,3,85.090,0.000,0.000,107.273,6,0,22,3,19,16,30,0,0.019
515,0,0,0,0,0,13,0,-2,505.628,8.607,799.647,357.003,165.607,277.037,0.000,1525.765,3.500,11.400,0.0485492,0.0266711,0.8015398,49.206,16.308,28.283,18.142,3.009,-4.546,-5.597,-6.064,266.349,-1.938,118.395,-2.348,8.883,0.596,4,-0.044,2,75.017,0.000,0.000,133.271,9,1,17,0,17,4,35,0,0.065
516,0,0,0,0,0,4,0,-2,236.263,6.088,438.986,180.700,213.295,13.595,31.396,696.421,2.000,8.500,0.0532152,0.0273831,0.8655569,19.278,6.790,14.390,12.749,-1.027,-1.505,-1.284,-3.772,94.021,-1.499,57.084,-5.019,9.764,1.528,1,-0.986,2,56.252,0.000,0.000,121.062,7,0,5,0,5,0,14,0,0.071
517,0,0,0,0,0,5,0,-2,456.562,6.673,798.919,377.899,159.313,260.973,0.734,1425.867,3.000,10.000,0.0312312,0.0216799,0.7668577,50.191,15.327,26.910,17.642,2.995,-5.803,-5.443,-6.549,305.584,-1.542,138.630,-3.056,8.064,0.708,4,0.256,3,88.963,0.000,0.000,117.369,9,0,21,0,21,4,32,1,0.000
518,0,1,0,0,0,12,0,-2,408.512,5.886,760.640,387.437,142.153,229.326,1.725,1339.877,3.000,8.250,0.0258538,0.0187860,0.7727323,41.953,14.135,22.645,13.950,2.717,-3.819,-3.833,-7.029,110.857,-1.344,51.902,-4.242,8.722,0.543,5,0.052,2,79.449,0.000,0.000,97.162,7,0,12,0,12,0,28,0,0.004
519,0,1,0,0,0,8,0,1,386.551,2.630,692.893,348.789,23.836,277.575,42.693,1279.713,0.000,6.700,0.0054043,0.0000000,0.8226980,42.574,12.531,17.419,8.286,3.996,-3.699,-3.821,-6.451,1468.139,0.350,1420.231,-2.275,9.357,0.307,6,0.201,3,100.000,0.000,0.000,34.802,4,0,17,0,17,5,27,0,0.643
520,0,0,0,0,0,3,0,-2,229.253,8.817,424.409,117.257,192.952,71.553,42.647,694.860,3.000,7.900,0.1118716,0.0322406,0.8939481,20.411,7.561,16.872,14.068,-0.577,-1.839,-1.589,-3.589,146.600,-1.122,106.331,-4.536,9.256,0.417,2,-0.761,3,62.335,0.000,0.000,100.197,6,0,11,0,11,3,15,0,0.097
521,1,1,0,4,0,14,0,-2,319.231,6.731,563.611,305.582,254.249,0.000,3.780,969.661,1.000,8.750,0.0467204,0.0155249,0.8406188,23.662,9.227,14.197,9.801,-0.335,-0.649,-1.212,2.393,0.156,-2.271,0.026,-6.924,9.133,-0.096,2,-1.658,1,10.533,0.000,0.000,142.735,8,0,0,0,0,0,19,1,0.009
522,1,1,0,0,1,2,0,2,199.295,5.235,446.525,412.333,34.191,0.000,0.000,771.239,0.000,4.000,0.0355308,0.0000000,0.9108470,23.427,5.857,9.386,6.566,0.989,-0.127,0.139,-2.326,706.394,0.567,649.139,-4.020,9.101,-1.176,1,-0.620,3,83.731,0.000,27.577,32.244,4,0,6,0,6,4,14,0,14.213
523,0,0,0,1,0,3,0,-1,244.265,3.748,492.973,87.799,93.610,278.458,33.105,823.948,1.000,2.000,0.0170463,0.0040570,0.8622014,27.553,8.455,11.713,6.221,4.154,-4.465,-4.047,-3.282,324.935,-0.376,283.430,-1.976,9.228,0.560,1,0.178,3,96.224,33.105,0.000,48.645,2,0,12,0,12,0,18,0,0.174
524,0,0,0,1,1,3,1,-2,401.436,5.992,634.212,197.296,212.674,202.512,21.731,1153.480,1.250,7.750,0.0311303,0.0136623,0.8386950,40.016,12.299,20.158,15.841,2.330,-3.323,-4.215,-1.926,11.592,-1.580,14.782,-4.438,9.474,0.696,2,-0.355,2,59.636,0.000,40.018,137.031,8,0,18,4,14,4,28,1,0.007
525,0,1,0,0,0,2,0,1,267.327,2.726,494.780,192.650,88.643,213.488,0.000,857.593,2.000,3.500,0.0086627,0.0100039,0.8822806,28.921,8.852,14.143,8.901,2.139,-2.412,-2.880,-5.181,356.616,0.082,179.561,-4.272,8.630,0.337,6,0.151,3,85.149,0.000,0.000,45.975,3,0,17,0,17,4,20,0,0.055
526,0,1,0,0,0,3,1,2,329.370,3.479,564.688,231.447,29.045,257.167,47.029,1011.572,1.000,3.750,0.0119627,0.0066408,0.8630213,34.859,9.597,14.908,7.538,3.816,-3.714,-4.223,-5.701,1310.290,0.637,1326.525,-2.923,8.693,0.066,2,0.527,3,100.000,47.029,0.000,40.490,4,0,21,0,21,6,24,0,0.076
527,0,0,0,2,0,5,0,-2,371.346,7.620,604.628,208.348,299.251,97.030,0.000,1081.702,2.000,9.000,0.0536749,0.0210508,0.8428468,34.852,11.515,20.500,14.561,1.377,-3.450,-4.053,-0.923,0.923,-2.546,0.420,-6.213,9.157,1.477,2,-0.640,1,34.387,0.000,0.000,163.017,8,0,14,0,14,0,27,1,0.000
528,0,0,0,0,0,14,2,-2,501.475,4.015,714.844,510.639,143.825,57.692,2.689,1431.299,2.000,14.700,0.0112647,0.0290818,0.8592262,42.688,13.290,24.823,17.131,1.247,-1.903,-4.049,-4.085,428.556,-1.572,204.796,-2.623,8.149,-0.220,2,-0.862,2,55.436,0.000,0.000,162.431,13,2,9,0,9,0,34,0,14.946
529,0,1,0,0,0,0,0,2,290.407,2.522,564.260,276.108,15.350,272.802,0.000,1004.417,0.000,3.000,0.0063333,0.0000000,0.8595972,36.648,9.609,13.410,5.992,4.073,-4.120,-3.491,-5.831,1767.009,0.824,1012.664,-2.904,9.054,0.216,6,0.731,3,100.000,0.000,0.000,15.807,2,0,21,0,18,6,22,0,0.028
530,5,0,0,4,0,6,2,-2,244.893,2.349,344.890,0.000,241.052,0.000,103.838,544.189,0.000,6.000,0.0101366,0.0000000,0.9346550,11.772,5.943,7.461,6.811,0.714,0.913,-1.491,4.641,0.833,-1.383,0.511,-5.386,9.709,0.108,0,-2.306,1,29.708,0.000,0.000,122.389,6,0,0,0,0,0,11,1,8.239
531,0,1,0,0,0,7,1,1,236.313,5.516,541.381,279.766,105.702,155.914,0.000,898.423,1.500,5.000,0.0338624,0.0113113,0.8317303,26.795,8.622,13.508,8.379,1.398,-1.458,-1.411,-5.724,245.714,-0.479,120.049,-4.309,8.423,0.125,2,-0.195,3,77.915,0.000,0.000,65.051,4,0,6,0,6,0,17,0,0.109
532,0,2,0,2,1,13,0,-2,405.493,5.275,714.553,323.913,222.656,167.983,0.000,1313.608,5.000,9.500,0.0211831,0.0297286,0.8117855,39.674,14.326,25.796,18.754,-1.191,-1.479,-1.196,-1.842,0.248,-1.676,0.156,-7.908,9.323,-0.273,7,-0.940,1,9.137,0.000,11.423,152.335,8,0,11,0,11,4,29,2,0.000
533,0,1,0,0,0,6,0,0,211.260,2.137,453.851,286.291,79.122,88.437,0.000,753.180,3.000,4.200,0.0060645,0.0160287,0.8821006,20.980,7.087,12.753,9.158,0.912,-0.820,-1.150,-4.588,439.024,-0.078,224.803,-4.153,8.562,-0.211,6,-0.433,3,79.584,0.000,0.000,59.751,4,0,6,0,6,0,15,0,2.251
534,1,0,0,0,0,3,0,0,240.307,3.720,480.270,178.114,103.386,198.770,0.000,819.936,2.000,3.000,0.0168759,0.0088339,0.8821317,26.632,8.481,13.191,8.153,2.493,-3.339,-3.585,-4.387,1036.313,-0.503,514.155,-2.437,7.875,0.434,1,0.082,3,95.512,0.000,0.000,53.004,4,0,13,0,13,0,18,0,0.403
535,7,0,0,0,0,8,3,-2,227.087,1.521,419.149,68.717,350.432,0.000,0.000,643.917,0.000,7.000,0.0035914,0.0000000,0.8603664,14.479,6.377,8.665,8.241,-2.338,0.808,-0.649,-3.791,4.707,-3.075,1.510,-7.210,12.922,0.711,0,-1.725,2,12.336,0.000,0.000,173.720,12,1,0,0,0,0,15,1,0.090
536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,0,0,0,0,0,0,0,1,201.245,3.583,412.775,0.000,59.346,296.482,56.947,656.439,1.000,3.000,0.0195544,0.0072679,0.8849421,22.948,7.375,10.789,7.572,2.293,-3.042,-2.954,-4.808,2710.974,0.198,2981.696,-1.569,8.696,0.990,1,-0.148,3,100.000,0.000,0.000,39.137,3,0,14,0,14,0,14,0,4.935
539,0,0,0,1,1,6,0,-1,317.427,7.069,646.715,349.944,109.811,186.961,0.000,1132.442,1.250,3.750,0.0441250,0.0064830,0.8124489,37.099,11.102,16.304,9.319,4.119,-4.863,-3.831,-2.276,145.220,-0.907,127.361,-2.309,9.696,-0.024,3,0.215,3,89.757,0.000,24.640,81.210,4,0,12,0,12,6,23,0,0.021
540,0,1,0,0,0,3,0,1,142.200,1.523,365.030,270.802,94.228,0.000,0.000,579.487,1.000,5.200,0.0040005,0.0142454,0.9208702,15.111,4.638,8.400,7.163,-0.304,0.274,0.640,-3.539,315.671,0.040,157.385,-5.031,9.289,-0.743,2,-0.785,2,69.898,0.000,0.000,55.022,3,0,6,0,6,5,10,0,2.488
540,0,1,0,0,0,3,0,1,142.200,1.522,365.030,270.802,94.228,0.000,0.000,579.486,1.000,5.200,0.0039998,0.0142454,0.9208703,15.111,4.638,8.400,7.163,-0.304,0.274,0.640,-3.539,315.672,0.040,157.385,-5.031,9.289,-0.743,2,-0.785,2,69.898,0.000,0.000,55.022,3,0,6,0,6,5,10,0,2.488
541,0,1,0,0,0,3,0,1,410.490,8.216,726.572,432.000,95.733,151.823,47.017,1307.470,0.000,7.500,0.0516314,0.0000000,0.7958675,45.695,11.862,19.811,9.894,3.340,-4.556,-4.179,-6.285,305.469,-0.111,274.850,-4.524,9.206,1.007,5,0.280,3,90.979,47.017,0.000,71.197,6,0,25,0,25,9,30,0,0.000
542,2,1,0,0,0,5,0,2,287.404,1.082,534.563,151.214,0.253,383.096,0.000,990.119,0.000,2.000,0.0011823,0.0000000,0.8987198,33.919,10.311,11.897,4.480,4.700,-3.323,-4.160,-5.724,2456.950,0.659,1446.112,-1.757,8.366,0.566,3,0.745,3,100.000,0.000,0.000,3.913,1,0,16,0,16,0,22,0,2.722
543,1,2,0,0,0,5,0,-2,390.955,2.556,730.945,235.437,0.000,423.856,71.651,1309.212,0.000,4.000,0.0049897,0.0000000,0.7918092,47.078,13.945,17.770,7.223,6.433,-5.034,-5.034,-8.374,616.169,-1.165,885.741,-3.672,9.168,0.104,6,1.136,1,100.000,0.000,0.000,8.796,2,1,24,0,24,4,28,0,0.001
544,0,0,2,0,0,14,0,-2,340.424,3.764,699.162,178.257,212.044,308.861,0.000,1177.953,6.000,4.500,0.0120255,0.0157656,0.7715057,34.948,14.272,22.697,15.077,2.583,-3.997,-4.492,-6.702,96.625,-2.655,39.569,-7.120,8.861,0.124,2,-0.186,2,64.638,0.000,0.000,109.524,6,1,12,0,12,0,25,0,0.000
544,0,0,2,0,0,14,0,-2,340.424,5.440,699.164,178.225,212.037,308.903,0.000,1177.951,6.000,4.500,0.0251269,0.0157655,0.7715023,34.948,14.272,22.877,15.077,2.583,-3.997,-4.492,-6.702,96.640,-2.655,39.575,-7.120,8.717,0.269,2,-0.186,2,64.640,0.000,0.000,109.550,6,1,12,0,12,0,25,0,0.000
544,0,0,2,0,0,14,0,-2,340.424,2.103,699.174,178.210,212.041,308.923,0.000,1177.974,6.000,4.500,0.0037544,0.0157653,0.7715013,34.949,14.272,22.584,15.077,2.583,-3.997,-4.492,-6.703,96.630,-2.655,39.571,-7.120,8.744,0.317,2,-0.186,2,64.640,0.000,0.000,109.565,6,1,12,0,12,0,25,0,0.000
545,0,1,0,1,2,1,1,0,389.468,7.470,593.754,263.204,162.648,156.818,11.084,1124.001,2.000,8.500,0.0496486,0.0202455,0.8805144,39.684,11.531,21.620,18.054,-1.249,-1.938,-1.867,-0.383,7.271,-0.470,10.380,-5.931,9.352,0.452,3,-0.731,2,35.050,0.000,49.301,113.397,7,0,18,4,14,6,27,1,0.005
546,0,0,0,0,0,2,0,1,234.196,5.517,395.758,1.990,89.073,133.412,171.283,627.451,2.000,2.000,0.0485161,0.0071469,0.8956153,18.946,5.597,11.105,6.703,2.294,-3.094,-3.542,-3.857,1416.509,0.123,6253.014,-2.499,8.675,0.746,2,-0.240,3,96.779,122.163,0.000,47.391,3,0,9,0,9,0,15,0,0.739
547,0,0,0,0,0,5,0,-2,362.465,6.215,579.661,364.381,188.417,26.863,0.000,1093.177,3.000,8.150,0.0353355,0.0243525,0.8853565,34.641,10.685,20.655,13.897,1.602,-3.109,-3.440,-3.515,161.860,-1.340,69.107,-4.417,10.435,0.437,5,-0.099,3,75.866,0.000,0.000,109.385,5,0,17,0,17,14,26,0,0.006
548,4,0,0,0,0,11,0,-2,182.173,4.768,385.507,136.661,248.846,0.000,0.000,610.709,6.000,10.200,0.0372237,0.0648102,0.9030020,11.223,7.025,17.929,18.747,-3.084,-0.062,-0.340,-3.102,43.261,-2.134,16.601,-5.050,10.879,-2.073,6,-1.102,1,25.210,0.000,0.000,126.209,6,1,0,0,0,0,12,0,0.564
549,0,0,0,0,1,3,1,-1,236.288,5.474,454.999,84.611,136.106,197.891,36.391,755.714,3.000,3.700,0.0396528,0.0140848,0.8818465,24.053,8.541,14.761,13.337,0.952,-1.496,-2.321,-3.013,249.702,-0.695,375.888,-3.043,8.835,0.740,3,-0.571,3,75.426,0.000,38.666,73.833,4,0,9,0,9,0,16,0,6.838
550,0,0,0,0,1,5,0,-2,273.349,3.273,523.676,29.256,142.746,343.850,7.824,895.137,1.000,5.500,0.0119698,0.0105027,0.8577528,29.743,10.223,14.458,15.843,1.441,-0.366,-2.693,-4.099,7.767,-1.012,224.140,-2.459,9.355,0.568,6,-0.518,2,51.319,0.000,44.221,73.280,3,0,12,0,12,0,19,1,409.224
551,8,1,0,0,5,27,3,-2,560.690,10.792,872.034,581.620,290.414,0.000,0.000,1740.497,7.000,18.600,0.0669107,0.0564324,0.8024422,46.164,17.886,36.251,36.515,-3.669,2.000,1.188,1.417,0.356,-3.672,1.535,-6.342,9.578,-0.568,6,-2.905,1,0.000,0.000,136.547,236.599,14,3,0,0,0,0,39,1,25.501
552,0,1,0,0,0,6,0,2,290.792,2.419,573.315,208.132,10.568,282.971,71.644,1000.559,0.000,4.700,0.0058498,0.0000000,0.8438530,32.738,10.066,13.046,6.426,3.380,-2.726,-2.739,-6.134,1961.484,0.677,2798.642,-2.204,8.961,0.259,5,0.011,3,100.000,0.000,0.000,22.343,3,0,12,0,12,0,20,0,3.334
553,0,0,0,1,0,4,0,-1,287.358,3.841,550.299,331.497,96.270,122.532,0.000,964.877,2.000,2.750,0.0152927,0.0070672,0.8581202,31.062,9.190,14.358,7.287,4.114,-4.593,-4.405,-2.605,306.602,-0.549,175.322,-2.478,8.223,0.085,4,0.289,3,95.536,0.000,0.000,67.505,4,0,13,0,13,3,21,0,0.033
554,0,1,0,0,0,5,0,1,220.314,5.927,510.999,305.854,44.589,160.557,0.000,857.982,2.000,4.000,0.0409471,0.0110702,0.8545357,26.505,8.024,13.525,8.111,2.048,-1.982,-1.426,-5.378,933.183,0.254,507.888,-3.358,8.835,-0.033,4,-0.063,3,92.096,0.000,0.000,44.131,3,0,6,0,6,0,16,0,0.810
555,0,0,1,0,0,1,0,0,249.315,4.694,468.441,83.871,80.627,303.943,0.000,826.579,2.000,2.000,0.0266611,0.0060380,0.9092838,29.186,9.306,13.877,8.141,3.506,-3.685,-4.131,-4.449,1703.390,-0.147,879.778,-3.901,8.346,0.168,3,0.332,3,100.000,0.000,0.000,39.996,3,0,18,0,17,3,19,0,0.006
556,1,1,0,0,0,1,0,2,133.193,1.665,354.569,113.728,50.938,189.902,0.000,553.300,2.000,1.000,0.0050100,0.0039885,0.9192606,17.161,5.601,8.473,5.904,1.338,-0.626,-0.403,-4.470,812.369,0.500,437.204,-3.756,9.297,-0.426,3,-0.282,3,86.858,0.000,0.000,24.813,1,0,9,3,6,3,10,0,5.530
557,9,0,0,0,0,1,1,1,184.493,2.670,308.175,35.144,0.000,0.000,273.031,453.953,0.000,0.000,0.0156985,0.0000000,0.9269182,11.371,1.457,3.956,0.336,2.111,-2.542,-2.542,-2.715,9906.038,0.262,10000.000,-1.423,11.501,0.581,1,-0.107,3,100.000,213.630,0.000,7.739,1,0,0,0,0,0,10,0,19.998
558,0,0,0,0,0,1,0,0,204.228,3.476,431.276,141.367,105.456,184.453,0.000,712.618,1.000,3.500,0.0169569,0.0081155,0.8946383,23.484,7.174,10.972,7.420,1.823,-2.619,-2.596,-4.117,990.509,-0.375,489.636,-2.717,9.853,0.228,2,-0.125,3,91.240,0.000,0.000,69.508,4,0,11,0,11,1,15,0,0.615
559,2,0,0,0,0,4,0,2,406.907,1.819,533.931,28.252,61.134,110.241,334.305,929.209,2.000,1.500,0.0035622,0.0039730,0.8624923,29.517,10.885,14.451,5.811,5.185,-5.950,-7.453,-4.283,2607.132,0.595,10000.000,-1.874,9.101,0.557,3,0.547,3,100.000,0.000,0.000,37.409,2,1,12,0,12,0,21,1,0.006
560,0,1,0,0,0,2,1,1,324.379,3.205,571.151,249.737,121.227,200.187,0.000,1005.783,0.000,5.000,0.0102153,0.0000000,0.8499970,34.725,9.826,14.179,7.764,2.290,-2.877,-3.210,-5.640,175.067,-0.277,83.219,-4.919,8.676,0.416,2,0.115,3,80.504,0.000,0.000,79.337,5,0,20,0,20,9,24,0,0.005
561,0,1,0,0,0,3,1,2,321.821,3.819,567.298,188.187,35.766,239.407,103.938,986.297,0.000,4.000,0.0147871,0.0000000,0.8446804,33.678,10.028,13.434,6.271,3.684,-3.618,-3.709,-5.913,1131.449,0.702,2320.463,-3.110,9.291,0.300,6,0.284,3,100.000,0.000,0.000,35.088,3,0,15,0,15,3,21,0,0.060
562,1,1,0,0,0,7,0,-2,444.440,7.174,648.614,223.736,303.850,121.028,0.000,1217.870,3.000,8.250,0.0422572,0.0220307,0.8503147,39.246,13.211,23.002,15.146,-0.801,-3.047,-4.498,-5.257,3.246,-2.262,1.118,-8.084,9.315,0.733,10,0.051,1,18.447,0.000,0.000,193.846,10,1,18,0,18,6,32,2,0.000
563,0,1,0,1,1,6,1,-2,383.462,9.073,657.117,408.731,227.555,2.295,18.537,1180.244,2.000,9.700,0.0697418,0.0208758,0.8219340,37.249,11.386,21.439,16.089,-1.415,-2.503,-1.520,-1.968,2.612,-1.600,2.464,-7.192,8.727,0.888,3,-0.752,1,26.124,0.000,27.819,145.152,8,0,12,4,8,7,26,1,0.000
564,3,1,0,0,0,4,0,-2,586.686,13.110,943.643,628.629,177.564,137.449,0.000,1766.429,1.000,12.750,0.0973007,0.0135115,0.7488960,63.283,17.441,30.912,17.274,3.315,-6.502,-6.033,-6.977,51.163,-1.390,22.017,-5.986,9.016,1.610,4,0.567,1,63.981,0.000,0.000,138.959,10,1,33,0,33,13,43,1,0.000
565,6,0,0,0,0,0,0,1,114.165,7.318,292.330,83.872,40.393,95.502,72.562,429.304,1.000,2.500,0.1247414,0.0085520,0.9414596,11.939,4.010,7.872,5.299,0.732,-1.059,-0.969,-2.935,4100.622,0.438,5678.903,-1.928,8.145,0.083,0,-0.618,3,95.892,0.000,0.000,27.101,2,0,5,0,5,0,7,0,81.771
566,0,0,0,0,0,3,0,0,427.367,5.835,652.066,362.593,116.592,77.195,95.686,1211.960,2.000,6.450,0.0280905,0.0139889,0.8430736,41.160,11.972,20.630,11.261,3.730,-5.720,-5.510,-4.439,776.704,-0.476,1258.626,-3.108,10.352,1.051,4,0.521,3,100.000,0.000,0.000,83.703,4,0,17,0,17,12,28,1,0.001
567,0,0,0,1,1,4,1,-2,199.163,4.543,406.684,178.905,217.141,10.637,0.000,641.816,2.000,6.450,0.0321520,0.0224294,0.8848069,17.065,6.141,12.120,13.911,-0.864,0.126,-0.367,-0.265,9.756,-1.527,10.113,-5.100,9.886,-0.246,2,-1.293,2,39.592,0.000,44.108,116.774,6,0,7,4,3,3,14,1,2.113
568,0,1,0,1,0,5,0,0,337.418,3.485,629.626,288.737,95.778,245.111,0.000,1121.385,1.000,4.750,0.0108330,0.0075442,0.8290593,37.854,11.256,16.407,8.594,2.071,-4.645,-3.781,-4.386,77.292,-0.268,43.739,-4.004,9.047,0.311,4,0.372,3,72.868,0.000,0.000,65.129,4,0,15,0,12,1,25,0,0.001
569,0,1,0,0,0,9,1,-2,475.624,5.436,798.484,575.103,197.076,26.305,0.000,1504.639,2.000,10.450,0.0196394,0.0185082,0.7952811,48.534,14.266,24.801,14.397,2.383,-4.239,-3.741,-5.696,33.414,-1.658,13.892,-6.257,9.431,0.261,7,0.242,2,68.175,0.000,0.000,129.571,7,0,17,0,17,14,34,1,0.000
570,0,0,0,1,0,15,1,-2,354.486,2.874,691.042,450.338,235.644,5.061,0.000,1269.326,3.000,7.400,0.0065054,0.0185476,0.8204317,35.061,12.391,19.693,11.393,2.799,-3.668,-3.478,-2.654,14.618,-2.674,6.535,-4.404,10.368,-0.483,6,-0.225,2,64.180,0.000,0.000,121.635,5,0,5,0,5,4,25,1,0.003
571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,1,0,0,0,0,9,5,0,330.350,4.391,573.818,411.948,74.813,0.000,87.057,1008.732,0.000,5.500,0.0191138,0.0000000,0.8476989,28.437,8.723,12.005,5.071,2.456,-3.309,-3.537,-3.996,1933.958,-0.459,3025.954,-2.034,9.421,2.280,2,-0.307,3,100.000,0.000,0.000,82.494,6,0,0,0,0,0,19,0,2.287
573,0,0,0,0,0,7,4,-2,588.564,7.724,767.785,520.900,160.324,86.561,0.000,1518.373,3.000,16.950,0.0392921,0.0382376,0.8321039,50.943,14.618,31.041,22.791,0.603,-3.370,-5.392,-4.662,298.914,-1.402,134.115,-3.497,8.602,0.332,8,-0.701,2,48.866,0.000,0.000,163.093,13,2,32,0,32,13,42,1,0.080
574,0,0,0,0,0,2,0,-2,331.284,9.855,458.190,55.204,251.725,56.013,95.248,773.984,3.000,9.000,0.1254749,0.0340218,0.8897630,24.072,7.751,19.498,15.766,-0.417,-2.530,-2.940,-3.583,40.625,-1.443,51.569,-5.769,9.678,1.529,1,-0.706,2,53.299,93.123,0.000,128.126,7,0,10,0,10,2,20,0,0.002
575,0,1,0,1,0,14,0,-2,440.597,7.536,836.520,511.378,203.547,121.596,0.000,1482.529,2.250,8.000,0.0383027,0.0143451,0.7516647,45.349,15.131,22.765,12.031,1.881,-5.577,-4.271,-5.049,7.348,-2.284,3.438,-5.561,9.275,0.700,3,0.233,2,53.462,0.000,0.000,122.232,7,0,12,0,12,5,30,1,0.000
576,0,0,0,0,1,0,0,0,252.272,4.714,460.271,32.875,133.174,294.222,0.000,794.623,2.000,4.000,0.0279656,0.0122903,0.9014158,28.457,9.243,14.969,13.242,1.274,-2.090,-2.727,-3.156,281.314,-0.529,254.545,-2.937,9.243,0.924,4,-0.303,3,78.240,0.000,35.655,77.771,4,0,15,0,12,1,19,0,2.367
577,1,1,0,0,0,5,0,1,340.482,6.140,634.221,280.293,41.683,276.396,35.849,1144.881,0.000,4.500,0.0329332,0.0000000,0.8345095,39.093,11.347,15.543,6.751,4.218,-4.002,-4.007,-6.254,994.314,0.350,854.941,-2.897,7.755,0.671,7,0.526,3,100.000,0.000,0.000,32.939,3,0,14,0,14,0,24,1,0.043
578,10,1,0,0,0,19,5,-2,837.056,8.095,1160.565,1040.360,120.205,0.000,0.000,2441.196,5.000,24.250,0.0268447,0.0467226,0.7554933,79.343,22.619,46.962,30.348,2.626,-3.862,-4.471,-6.215,179.017,-1.587,85.251,-3.973,9.315,-0.662,10,-0.486,1,56.726,0.000,0.000,175.313,17,2,26,0,12,21,58,1,0.012
579,0,0,0,1,0,2,0,-1,232.238,8.091,463.457,206.996,149.393,107.068,0.000,770.598,0.000,4.500,0.0849566,0.0000000,0.8770837,24.424,7.176,11.343,6.570,1.590,-3.323,-2.517,-2.224,96.119,-0.852,50.041,-3.704,8.904,0.840,1,-0.595,3,71.744,0.000,0.000,86.983,5,0,10,0,10,0,17,0,0.221
580,3,2,0,0,0,4,1,1,136.196,0.860,368.740,74.118,96.986,197.637,0.000,570.596,3.000,1.500,0.0012976,0.0070458,0.9022574,16.000,6.226,9.848,7.600,0.206,1.171,0.617,-5.508,74.128,0.325,36.366,-6.352,8.658,-0.237,1,-0.546,2,61.622,0.000,0.000,44.173,2,0,6,0,6,0,10,0,0.899
581,19,5,0,0,11,52,0,-2,1203.490,9.617,1716.120,979.105,576.211,160.804,0.000,3597.056,13.500,26.400,0.0257100,0.0565227,0.6615798,105.947,41.126,70.937,56.599,-4.952,2.000,0.349,3.713,0.000,-10.550,0.000,-10.705,9.466,0.155,24,-3.792,1,0.000,0.000,181.500,521.472,29,3,6,0,6,0,85,2,0.002
582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,0,0,0,0,0,2,0,0,272.386,2.283,501.818,304.124,94.684,103.010,0.000,899.519,2.000,2.450,0.0057938,0.0069045,0.8980327,29.544,8.611,13.662,7.173,3.986,-4.623,-3.927,-3.673,1253.167,-0.340,631.373,-2.710,8.870,-0.239,4,0.419,3,100.000,0.000,0.000,43.406,2,0,17,0,17,11,20,0,0.053
584,2,0,0,1,0,3,0,-1,241.289,0.638,494.806,138.252,93.227,263.326,0.000,835.275,1.000,1.500,0.0004878,0.0030315,0.8668625,27.862,8.700,11.148,5.616,3.692,-4.094,-4.167,-3.135,327.661,-0.444,188.373,-2.022,8.003,0.431,5,0.300,3,93.586,0.000,0.000,56.932,3,0,12,0,12,0,18,0,0.138
585,0,0,0,0,3,10,1,-2,331.411,5.453,616.429,425.767,190.663,0.000,0.000,1119.741,3.250,9.150,0.0265586,0.0267596,0.8459798,32.237,10.712,20.271,19.055,-0.840,-0.618,-0.496,0.099,44.799,-1.815,65.540,-4.073,9.573,-0.385,3,-1.409,2,51.583,0.000,67.409,143.164,8,0,0,0,0,0,23,0,6.743
586,0,0,0,0,0,6,0,-2,225.207,9.447,447.490,134.564,244.428,68.498,0.000,717.312,4.000,8.900,0.1244254,0.0397774,0.8660050,19.354,7.855,18.540,16.226,-1.555,-2.307,-1.382,-4.027,47.642,-1.971,18.425,-5.207,8.517,0.080,2,-0.949,2,47.874,0.000,0.000,128.759,8,0,9,0,9,0,16,0,0.052
